interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,demand
2026-06-06T04:15:00-05:00,2026-06-06 09:15:00+00:00,2026-06-06T04:30:00-05:00,2026-06-06 09:30:00+00:00,48750.9661
2026-06-06T04:30:00-05:00,2026-06-06 09:30:00+00:00,2026-06-06T04:45:00-05:00,2026-06-06 09:45:00+00:00,48718.2813
2026-06-06T04:45:00-05:00,2026-06-06 09:45:00+00:00,2026-06-06T05:00:00-05:00,2026-06-06 10:00:00+00:00,48567.7617
2026-06-06T05:00:00-05:00,2026-06-06 10:00:00+00:00,2026-06-06T05:15:00-05:00,2026-06-06 10:15:00+00:00,48722.1836
2026-06-06T05:15:00-05:00,2026-06-06 10:15:00+00:00,2026-06-06T05:30:00-05:00,2026-06-06 10:30:00+00:00,48745.9453
2026-06-06T05:30:00-05:00,2026-06-06 10:30:00+00:00,2026-06-06T05:45:00-05:00,2026-06-06 10:45:00+00:00,48924.0065
2026-06-06T05:45:00-05:00,2026-06-06 10:45:00+00:00,2026-06-06T06:00:00-05:00,2026-06-06 11:00:00+00:00,48909.069
2026-06-06T06:00:00-05:00,2026-06-06 11:00:00+00:00,2026-06-06T06:15:00-05:00,2026-06-06 11:15:00+00:00,49207.457
2026-06-06T06:15:00-05:00,2026-06-06 11:15:00+00:00,2026-06-06T06:30:00-05:00,2026-06-06 11:30:00+00:00,49250.332
2026-06-06T06:30:00-05:00,2026-06-06 11:30:00+00:00,2026-06-06T06:45:00-05:00,2026-06-06 11:45:00+00:00,49227.3346
2026-06-06T06:45:00-05:00,2026-06-06 11:45:00+00:00,2026-06-06T07:00:00-05:00,2026-06-06 12:00:00+00:00,49081.2435
2026-06-06T07:00:00-05:00,2026-06-06 12:00:00+00:00,2026-06-06T07:15:00-05:00,2026-06-06 12:15:00+00:00,49009.3659
2026-06-06T07:15:00-05:00,2026-06-06 12:15:00+00:00,2026-06-06T07:30:00-05:00,2026-06-06 12:30:00+00:00,49547.7943
2026-06-06T07:30:00-05:00,2026-06-06 12:30:00+00:00,2026-06-06T07:45:00-05:00,2026-06-06 12:45:00+00:00,50063.2826
2026-06-06T07:45:00-05:00,2026-06-06 12:45:00+00:00,2026-06-06T08:00:00-05:00,2026-06-06 13:00:00+00:00,50535.6771
2026-06-06T08:00:00-05:00,2026-06-06 13:00:00+00:00,2026-06-06T08:15:00-05:00,2026-06-06 13:15:00+00:00,51242.1758
2026-06-06T08:15:00-05:00,2026-06-06 13:15:00+00:00,2026-06-06T08:30:00-05:00,2026-06-06 13:30:00+00:00,51935.3932
2026-06-06T08:30:00-05:00,2026-06-06 13:30:00+00:00,2026-06-06T08:45:00-05:00,2026-06-06 13:45:00+00:00,52316.9688
2026-06-06T08:45:00-05:00,2026-06-06 13:45:00+00:00,2026-06-06T09:00:00-05:00,2026-06-06 14:00:00+00:00,52939.1719
2026-06-06T09:00:00-05:00,2026-06-06 14:00:00+00:00,2026-06-06T09:15:00-05:00,2026-06-06 14:15:00+00:00,53959.2956
2026-06-06T09:15:00-05:00,2026-06-06 14:15:00+00:00,2026-06-06T09:30:00-05:00,2026-06-06 14:30:00+00:00,54551.7669
2026-06-06T09:30:00-05:00,2026-06-06 14:30:00+00:00,2026-06-06T09:45:00-05:00,2026-06-06 14:45:00+00:00,55388.8138
2026-06-06T09:45:00-05:00,2026-06-06 14:45:00+00:00,2026-06-06T10:00:00-05:00,2026-06-06 15:00:00+00:00,56201.6328
2026-06-06T10:00:00-05:00,2026-06-06 15:00:00+00:00,2026-06-06T10:15:00-05:00,2026-06-06 15:15:00+00:00,57149.7526
2026-06-06T10:15:00-05:00,2026-06-06 15:15:00+00:00,2026-06-06T10:30:00-05:00,2026-06-06 15:30:00+00:00,57882.2878
2026-06-06T10:30:00-05:00,2026-06-06 15:30:00+00:00,2026-06-06T10:45:00-05:00,2026-06-06 15:45:00+00:00,58722.8672
2026-06-06T10:45:00-05:00,2026-06-06 15:45:00+00:00,2026-06-06T11:00:00-05:00,2026-06-06 16:00:00+00:00,59322.4909
2026-06-06T11:00:00-05:00,2026-06-06 16:00:00+00:00,2026-06-06T11:15:00-05:00,2026-06-06 16:15:00+00:00,60248.7161
2026-06-06T11:15:00-05:00,2026-06-06 16:15:00+00:00,2026-06-06T11:30:00-05:00,2026-06-06 16:30:00+00:00,61101.8685
2026-06-06T11:30:00-05:00,2026-06-06 16:30:00+00:00,2026-06-06T11:45:00-05:00,2026-06-06 16:45:00+00:00,61909.2656
2026-06-06T11:45:00-05:00,2026-06-06 16:45:00+00:00,2026-06-06T12:00:00-05:00,2026-06-06 17:00:00+00:00,62561.6276
2026-06-06T12:00:00-05:00,2026-06-06 17:00:00+00:00,2026-06-06T12:15:00-05:00,2026-06-06 17:15:00+00:00,63266.5052
2026-06-06T12:15:00-05:00,2026-06-06 17:15:00+00:00,2026-06-06T12:30:00-05:00,2026-06-06 17:30:00+00:00,63986.6888
2026-06-06T12:30:00-05:00,2026-06-06 17:30:00+00:00,2026-06-06T12:45:00-05:00,2026-06-06 17:45:00+00:00,64734.3034
2026-06-06T12:45:00-05:00,2026-06-06 17:45:00+00:00,2026-06-06T13:00:00-05:00,2026-06-06 18:00:00+00:00,65303.9297
2026-06-06T13:00:00-05:00,2026-06-06 18:00:00+00:00,2026-06-06T13:15:00-05:00,2026-06-06 18:15:00+00:00,65974.8516
2026-06-06T13:15:00-05:00,2026-06-06 18:15:00+00:00,2026-06-06T13:30:00-05:00,2026-06-06 18:30:00+00:00,66499.1641
2026-06-06T13:30:00-05:00,2026-06-06 18:30:00+00:00,2026-06-06T13:45:00-05:00,2026-06-06 18:45:00+00:00,66930.7266
2026-06-06T13:45:00-05:00,2026-06-06 18:45:00+00:00,2026-06-06T14:00:00-05:00,2026-06-06 19:00:00+00:00,67294.3281
2026-06-06T14:00:00-05:00,2026-06-06 19:00:00+00:00,2026-06-06T14:15:00-05:00,2026-06-06 19:15:00+00:00,67697.638
2026-06-06T14:15:00-05:00,2026-06-06 19:15:00+00:00,2026-06-06T14:30:00-05:00,2026-06-06 19:30:00+00:00,68079.8698
2026-06-06T14:30:00-05:00,2026-06-06 19:30:00+00:00,2026-06-06T14:45:00-05:00,2026-06-06 19:45:00+00:00,68654.862
2026-06-06T14:45:00-05:00,2026-06-06 19:45:00+00:00,2026-06-06T15:00:00-05:00,2026-06-06 20:00:00+00:00,69038.6641
2026-06-06T15:00:00-05:00,2026-06-06 20:00:00+00:00,2026-06-06T15:15:00-05:00,2026-06-06 20:15:00+00:00,69396.263
2026-06-06T15:15:00-05:00,2026-06-06 20:15:00+00:00,2026-06-06T15:30:00-05:00,2026-06-06 20:30:00+00:00,69832.763
2026-06-06T15:30:00-05:00,2026-06-06 20:30:00+00:00,2026-06-06T15:45:00-05:00,2026-06-06 20:45:00+00:00,70297.1849
2026-06-06T15:45:00-05:00,2026-06-06 20:45:00+00:00,2026-06-06T16:00:00-05:00,2026-06-06 21:00:00+00:00,70599.6693
2026-06-06T16:00:00-05:00,2026-06-06 21:00:00+00:00,2026-06-06T16:15:00-05:00,2026-06-06 21:15:00+00:00,70866.0703
2026-06-06T16:15:00-05:00,2026-06-06 21:15:00+00:00,2026-06-06T16:30:00-05:00,2026-06-06 21:30:00+00:00,71135.375
2026-06-06T16:30:00-05:00,2026-06-06 21:30:00+00:00,2026-06-06T16:45:00-05:00,2026-06-06 21:45:00+00:00,71188.6146
2026-06-06T16:45:00-05:00,2026-06-06 21:45:00+00:00,2026-06-06T17:00:00-05:00,2026-06-06 22:00:00+00:00,71538.7734
2026-06-06T17:00:00-05:00,2026-06-06 22:00:00+00:00,2026-06-06T17:15:00-05:00,2026-06-06 22:15:00+00:00,71772.9479
2026-06-06T17:15:00-05:00,2026-06-06 22:15:00+00:00,2026-06-06T17:30:00-05:00,2026-06-06 22:30:00+00:00,71518.5156
2026-06-06T17:30:00-05:00,2026-06-06 22:30:00+00:00,2026-06-06T17:45:00-05:00,2026-06-06 22:45:00+00:00,71416.0729
2026-06-06T17:45:00-05:00,2026-06-06 22:45:00+00:00,2026-06-06T18:00:00-05:00,2026-06-06 23:00:00+00:00,71176.724
2026-06-06T18:00:00-05:00,2026-06-06 23:00:00+00:00,2026-06-06T18:15:00-05:00,2026-06-06 23:15:00+00:00,70474.4505
2026-06-06T18:15:00-05:00,2026-06-06 23:15:00+00:00,2026-06-06T18:30:00-05:00,2026-06-06 23:30:00+00:00,69729.3047
2026-06-06T18:30:00-05:00,2026-06-06 23:30:00+00:00,2026-06-06T18:45:00-05:00,2026-06-06 23:45:00+00:00,68955.4427
2026-06-06T18:45:00-05:00,2026-06-06 23:45:00+00:00,2026-06-06T19:00:00-05:00,2026-06-07 00:00:00+00:00,68056.151
2026-06-06T19:00:00-05:00,2026-06-07 00:00:00+00:00,2026-06-06T19:15:00-05:00,2026-06-07 00:15:00+00:00,67418.8958
2026-06-06T19:15:00-05:00,2026-06-07 00:15:00+00:00,2026-06-06T19:30:00-05:00,2026-06-07 00:30:00+00:00,66611.2526
2026-06-06T19:30:00-05:00,2026-06-07 00:30:00+00:00,2026-06-06T19:45:00-05:00,2026-06-07 00:45:00+00:00,65551.1875
2026-06-06T19:45:00-05:00,2026-06-07 00:45:00+00:00,2026-06-06T20:00:00-05:00,2026-06-07 01:00:00+00:00,64958.4284
2026-06-06T20:00:00-05:00,2026-06-07 01:00:00+00:00,2026-06-06T20:15:00-05:00,2026-06-07 01:15:00+00:00,64010.5964
2026-06-06T20:15:00-05:00,2026-06-07 01:15:00+00:00,2026-06-06T20:30:00-05:00,2026-06-07 01:30:00+00:00,63869.0156
2026-06-06T20:30:00-05:00,2026-06-07 01:30:00+00:00,2026-06-06T20:45:00-05:00,2026-06-07 01:45:00+00:00,63632.4661
2026-06-06T20:45:00-05:00,2026-06-07 01:45:00+00:00,2026-06-06T21:00:00-05:00,2026-06-07 02:00:00+00:00,63237.5742
2026-06-06T21:00:00-05:00,2026-06-07 02:00:00+00:00,2026-06-06T21:15:00-05:00,2026-06-07 02:15:00+00:00,62839.1081
2026-06-06T21:15:00-05:00,2026-06-07 02:15:00+00:00,2026-06-06T21:30:00-05:00,2026-06-07 02:30:00+00:00,62262.1445
2026-06-06T21:30:00-05:00,2026-06-07 02:30:00+00:00,2026-06-06T21:45:00-05:00,2026-06-07 02:45:00+00:00,61492.4531
2026-06-06T21:45:00-05:00,2026-06-07 02:45:00+00:00,2026-06-06T22:00:00-05:00,2026-06-07 03:00:00+00:00,60708.7852
2026-06-06T22:00:00-05:00,2026-06-07 03:00:00+00:00,2026-06-06T22:15:00-05:00,2026-06-07 03:15:00+00:00,60005.5911
2026-06-06T22:15:00-05:00,2026-06-07 03:15:00+00:00,2026-06-06T22:30:00-05:00,2026-06-07 03:30:00+00:00,59426.9271
2026-06-06T22:30:00-05:00,2026-06-07 03:30:00+00:00,2026-06-06T22:45:00-05:00,2026-06-07 03:45:00+00:00,59003.612
2026-06-06T22:45:00-05:00,2026-06-07 03:45:00+00:00,2026-06-06T23:00:00-05:00,2026-06-07 04:00:00+00:00,58600.6641
2026-06-06T23:00:00-05:00,2026-06-07 04:00:00+00:00,2026-06-06T23:15:00-05:00,2026-06-07 04:15:00+00:00,58397.3581
2026-06-06T23:15:00-05:00,2026-06-07 04:15:00+00:00,2026-06-06T23:30:00-05:00,2026-06-07 04:30:00+00:00,58277.4401
2026-06-06T23:30:00-05:00,2026-06-07 04:30:00+00:00,2026-06-06T23:45:00-05:00,2026-06-07 04:45:00+00:00,57897.2669
2026-06-06T23:45:00-05:00,2026-06-07 04:45:00+00:00,2026-06-07T00:00:00-05:00,2026-06-07 05:00:00+00:00,57130.1094
2026-06-07T00:00:00-05:00,2026-06-07 05:00:00+00:00,2026-06-07T00:15:00-05:00,2026-06-07 05:15:00+00:00,56449.7031
2026-06-07T00:15:00-05:00,2026-06-07 05:15:00+00:00,2026-06-07T00:30:00-05:00,2026-06-07 05:30:00+00:00,55837.4557
2026-06-07T00:30:00-05:00,2026-06-07 05:30:00+00:00,2026-06-07T00:45:00-05:00,2026-06-07 05:45:00+00:00,55201.0156
2026-06-07T00:45:00-05:00,2026-06-07 05:45:00+00:00,2026-06-07T01:00:00-05:00,2026-06-07 06:00:00+00:00,54657.5013
2026-06-07T01:00:00-05:00,2026-06-07 06:00:00+00:00,2026-06-07T01:15:00-05:00,2026-06-07 06:15:00+00:00,54199.6133
2026-06-07T01:15:00-05:00,2026-06-07 06:15:00+00:00,2026-06-07T01:30:00-05:00,2026-06-07 06:30:00+00:00,53733.3438
2026-06-07T01:30:00-05:00,2026-06-07 06:30:00+00:00,2026-06-07T01:45:00-05:00,2026-06-07 06:45:00+00:00,53287.625
2026-06-07T01:45:00-05:00,2026-06-07 06:45:00+00:00,2026-06-07T02:00:00-05:00,2026-06-07 07:00:00+00:00,53034.3828
2026-06-07T02:00:00-05:00,2026-06-07 07:00:00+00:00,2026-06-07T02:15:00-05:00,2026-06-07 07:15:00+00:00,52665.8984
2026-06-07T02:15:00-05:00,2026-06-07 07:15:00+00:00,2026-06-07T02:30:00-05:00,2026-06-07 07:30:00+00:00,52234.0898
2026-06-07T02:30:00-05:00,2026-06-07 07:30:00+00:00,2026-06-07T02:45:00-05:00,2026-06-07 07:45:00+00:00,51709.418
2026-06-07T02:45:00-05:00,2026-06-07 07:45:00+00:00,2026-06-07T03:00:00-05:00,2026-06-07 08:00:00+00:00,51467.5117
2026-06-07T03:00:00-05:00,2026-06-07 08:00:00+00:00,2026-06-07T03:15:00-05:00,2026-06-07 08:15:00+00:00,51395.4948
2026-06-07T03:15:00-05:00,2026-06-07 08:15:00+00:00,2026-06-07T03:30:00-05:00,2026-06-07 08:30:00+00:00,51200.5573
2026-06-07T03:30:00-05:00,2026-06-07 08:30:00+00:00,2026-06-07T03:45:00-05:00,2026-06-07 08:45:00+00:00,51045.4635
2026-06-07T03:45:00-05:00,2026-06-07 08:45:00+00:00,2026-06-07T04:00:00-05:00,2026-06-07 09:00:00+00:00,50766.9453
2026-06-07T04:00:00-05:00,2026-06-07 09:00:00+00:00,2026-06-07T04:15:00-05:00,2026-06-07 09:15:00+00:00,50820.2292
2026-06-07T04:15:00-05:00,2026-06-07 09:15:00+00:00,2026-06-07T04:30:00-05:00,2026-06-07 09:30:00+00:00,50586.9427
2026-06-07T04:30:00-05:00,2026-06-07 09:30:00+00:00,2026-06-07T04:45:00-05:00,2026-06-07 09:45:00+00:00,50562.8125
2026-06-07T04:45:00-05:00,2026-06-07 09:45:00+00:00,2026-06-07T05:00:00-05:00,2026-06-07 10:00:00+00:00,50511.0716
2026-06-07T05:00:00-05:00,2026-06-07 10:00:00+00:00,2026-06-07T05:15:00-05:00,2026-06-07 10:15:00+00:00,50568.9688
2026-06-07T05:15:00-05:00,2026-06-07 10:15:00+00:00,2026-06-07T05:30:00-05:00,2026-06-07 10:30:00+00:00,50288.7878
2026-06-07T05:30:00-05:00,2026-06-07 10:30:00+00:00,2026-06-07T05:45:00-05:00,2026-06-07 10:45:00+00:00,50299.0781
2026-06-07T05:45:00-05:00,2026-06-07 10:45:00+00:00,2026-06-07T06:00:00-05:00,2026-06-07 11:00:00+00:00,50308.2982
2026-06-07T06:00:00-05:00,2026-06-07 11:00:00+00:00,2026-06-07T06:15:00-05:00,2026-06-07 11:15:00+00:00,50402.2396
2026-06-07T06:15:00-05:00,2026-06-07 11:15:00+00:00,2026-06-07T06:30:00-05:00,2026-06-07 11:30:00+00:00,50393.8112
2026-06-07T06:30:00-05:00,2026-06-07 11:30:00+00:00,2026-06-07T06:45:00-05:00,2026-06-07 11:45:00+00:00,50407.6641
2026-06-07T06:45:00-05:00,2026-06-07 11:45:00+00:00,2026-06-07T07:00:00-05:00,2026-06-07 12:00:00+00:00,50186.5117
2026-06-07T07:00:00-05:00,2026-06-07 12:00:00+00:00,2026-06-07T07:15:00-05:00,2026-06-07 12:15:00+00:00,50345.5469
2026-06-07T07:15:00-05:00,2026-06-07 12:15:00+00:00,2026-06-07T07:30:00-05:00,2026-06-07 12:30:00+00:00,50475.3477
2026-06-07T07:30:00-05:00,2026-06-07 12:30:00+00:00,2026-06-07T07:45:00-05:00,2026-06-07 12:45:00+00:00,50948.5924
2026-06-07T07:45:00-05:00,2026-06-07 12:45:00+00:00,2026-06-07T08:00:00-05:00,2026-06-07 13:00:00+00:00,51411.1029
2026-06-07T08:00:00-05:00,2026-06-07 13:00:00+00:00,2026-06-07T08:15:00-05:00,2026-06-07 13:15:00+00:00,52091.7474
2026-06-07T08:15:00-05:00,2026-06-07 13:15:00+00:00,2026-06-07T08:30:00-05:00,2026-06-07 13:30:00+00:00,52713.8255
2026-06-07T08:30:00-05:00,2026-06-07 13:30:00+00:00,2026-06-07T08:45:00-05:00,2026-06-07 13:45:00+00:00,53313.1419
2026-06-07T08:45:00-05:00,2026-06-07 13:45:00+00:00,2026-06-07T09:00:00-05:00,2026-06-07 14:00:00+00:00,54089.5807
2026-06-07T09:00:00-05:00,2026-06-07 14:00:00+00:00,2026-06-07T09:15:00-05:00,2026-06-07 14:15:00+00:00,54902.349
2026-06-07T09:15:00-05:00,2026-06-07 14:15:00+00:00,2026-06-07T09:30:00-05:00,2026-06-07 14:30:00+00:00,55914.1406
2026-06-07T09:30:00-05:00,2026-06-07 14:30:00+00:00,2026-06-07T09:45:00-05:00,2026-06-07 14:45:00+00:00,56774.0768
2026-06-07T09:45:00-05:00,2026-06-07 14:45:00+00:00,2026-06-07T10:00:00-05:00,2026-06-07 15:00:00+00:00,57539.8451
2026-06-07T10:00:00-05:00,2026-06-07 15:00:00+00:00,2026-06-07T10:15:00-05:00,2026-06-07 15:15:00+00:00,58256.763
2026-06-07T10:15:00-05:00,2026-06-07 15:15:00+00:00,2026-06-07T10:30:00-05:00,2026-06-07 15:30:00+00:00,59070.099
2026-06-07T10:30:00-05:00,2026-06-07 15:30:00+00:00,2026-06-07T10:45:00-05:00,2026-06-07 15:45:00+00:00,59584.9609
2026-06-07T10:45:00-05:00,2026-06-07 15:45:00+00:00,2026-06-07T11:00:00-05:00,2026-06-07 16:00:00+00:00,60340.2591
2026-06-07T11:00:00-05:00,2026-06-07 16:00:00+00:00,2026-06-07T11:15:00-05:00,2026-06-07 16:15:00+00:00,60906.1094
2026-06-07T11:15:00-05:00,2026-06-07 16:15:00+00:00,2026-06-07T11:30:00-05:00,2026-06-07 16:30:00+00:00,61537.1836
2026-06-07T11:30:00-05:00,2026-06-07 16:30:00+00:00,2026-06-07T11:45:00-05:00,2026-06-07 16:45:00+00:00,62053.6406
2026-06-07T11:45:00-05:00,2026-06-07 16:45:00+00:00,2026-06-07T12:00:00-05:00,2026-06-07 17:00:00+00:00,62578.1641
2026-06-07T12:00:00-05:00,2026-06-07 17:00:00+00:00,2026-06-07T12:15:00-05:00,2026-06-07 17:15:00+00:00,62963.207
2026-06-07T12:15:00-05:00,2026-06-07 17:15:00+00:00,2026-06-07T12:30:00-05:00,2026-06-07 17:30:00+00:00,63576.569
2026-06-07T12:30:00-05:00,2026-06-07 17:30:00+00:00,2026-06-07T12:45:00-05:00,2026-06-07 17:45:00+00:00,64041.0586
2026-06-07T12:45:00-05:00,2026-06-07 17:45:00+00:00,2026-06-07T13:00:00-05:00,2026-06-07 18:00:00+00:00,64599.6146
2026-06-07T13:00:00-05:00,2026-06-07 18:00:00+00:00,2026-06-07T13:15:00-05:00,2026-06-07 18:15:00+00:00,65193.5
2026-06-07T13:15:00-05:00,2026-06-07 18:15:00+00:00,2026-06-07T13:30:00-05:00,2026-06-07 18:30:00+00:00,65608.2839
2026-06-07T13:30:00-05:00,2026-06-07 18:30:00+00:00,2026-06-07T13:45:00-05:00,2026-06-07 18:45:00+00:00,66156.6224
2026-06-07T13:45:00-05:00,2026-06-07 18:45:00+00:00,2026-06-07T14:00:00-05:00,2026-06-07 19:00:00+00:00,66654.1328
2026-06-07T14:00:00-05:00,2026-06-07 19:00:00+00:00,2026-06-07T14:15:00-05:00,2026-06-07 19:15:00+00:00,67095.5938
2026-06-07T14:15:00-05:00,2026-06-07 19:15:00+00:00,2026-06-07T14:30:00-05:00,2026-06-07 19:30:00+00:00,67861.0703
2026-06-07T14:30:00-05:00,2026-06-07 19:30:00+00:00,2026-06-07T14:45:00-05:00,2026-06-07 19:45:00+00:00,68585.2188
2026-06-07T14:45:00-05:00,2026-06-07 19:45:00+00:00,2026-06-07T15:00:00-05:00,2026-06-07 20:00:00+00:00,69004.8594
2026-06-07T15:00:00-05:00,2026-06-07 20:00:00+00:00,2026-06-07T15:15:00-05:00,2026-06-07 20:15:00+00:00,69605.7891
2026-06-07T15:15:00-05:00,2026-06-07 20:15:00+00:00,2026-06-07T15:30:00-05:00,2026-06-07 20:30:00+00:00,70236.987
2026-06-07T15:30:00-05:00,2026-06-07 20:30:00+00:00,2026-06-07T15:45:00-05:00,2026-06-07 20:45:00+00:00,70983.8854
2026-06-07T15:45:00-05:00,2026-06-07 20:45:00+00:00,2026-06-07T16:00:00-05:00,2026-06-07 21:00:00+00:00,71451.7578
2026-06-07T16:00:00-05:00,2026-06-07 21:00:00+00:00,2026-06-07T16:15:00-05:00,2026-06-07 21:15:00+00:00,71797.3438
2026-06-07T16:15:00-05:00,2026-06-07 21:15:00+00:00,2026-06-07T16:30:00-05:00,2026-06-07 21:30:00+00:00,72194.9167
2026-06-07T16:30:00-05:00,2026-06-07 21:30:00+00:00,2026-06-07T16:45:00-05:00,2026-06-07 21:45:00+00:00,72502.8411
2026-06-07T16:45:00-05:00,2026-06-07 21:45:00+00:00,2026-06-07T17:00:00-05:00,2026-06-07 22:00:00+00:00,72722.4219
2026-06-07T17:00:00-05:00,2026-06-07 22:00:00+00:00,2026-06-07T17:15:00-05:00,2026-06-07 22:15:00+00:00,72845.5677
2026-06-07T17:15:00-05:00,2026-06-07 22:15:00+00:00,2026-06-07T17:30:00-05:00,2026-06-07 22:30:00+00:00,73029.4063
2026-06-07T17:30:00-05:00,2026-06-07 22:30:00+00:00,2026-06-07T17:45:00-05:00,2026-06-07 22:45:00+00:00,73105.9583
2026-06-07T17:45:00-05:00,2026-06-07 22:45:00+00:00,2026-06-07T18:00:00-05:00,2026-06-07 23:00:00+00:00,73104.5495
2026-06-07T18:00:00-05:00,2026-06-07 23:00:00+00:00,2026-06-07T18:15:00-05:00,2026-06-07 23:15:00+00:00,72772.4583
2026-06-07T18:15:00-05:00,2026-06-07 23:15:00+00:00,2026-06-07T18:30:00-05:00,2026-06-07 23:30:00+00:00,72689.8151
2026-06-07T18:30:00-05:00,2026-06-07 23:30:00+00:00,2026-06-07T18:45:00-05:00,2026-06-07 23:45:00+00:00,72416.862
2026-06-07T18:45:00-05:00,2026-06-07 23:45:00+00:00,2026-06-07T19:00:00-05:00,2026-06-08 00:00:00+00:00,72041.2057
2026-06-07T19:00:00-05:00,2026-06-08 00:00:00+00:00,2026-06-07T19:15:00-05:00,2026-06-08 00:15:00+00:00,71811.5703
2026-06-07T19:15:00-05:00,2026-06-08 00:15:00+00:00,2026-06-07T19:30:00-05:00,2026-06-08 00:30:00+00:00,71328.2161
2026-06-07T19:30:00-05:00,2026-06-08 00:30:00+00:00,2026-06-07T19:45:00-05:00,2026-06-08 00:45:00+00:00,70964.6901
2026-06-07T19:45:00-05:00,2026-06-08 00:45:00+00:00,2026-06-07T20:00:00-05:00,2026-06-08 01:00:00+00:00,70475.2552
2026-06-07T20:00:00-05:00,2026-06-08 01:00:00+00:00,2026-06-07T20:15:00-05:00,2026-06-08 01:15:00+00:00,70062.3594
2026-06-07T20:15:00-05:00,2026-06-08 01:15:00+00:00,2026-06-07T20:30:00-05:00,2026-06-08 01:30:00+00:00,69691.2474
2026-06-07T20:30:00-05:00,2026-06-08 01:30:00+00:00,2026-06-07T20:45:00-05:00,2026-06-08 01:45:00+00:00,69669.1458
2026-06-07T20:45:00-05:00,2026-06-08 01:45:00+00:00,2026-06-07T21:00:00-05:00,2026-06-08 02:00:00+00:00,69350.0677
2026-06-07T21:00:00-05:00,2026-06-08 02:00:00+00:00,2026-06-07T21:15:00-05:00,2026-06-08 02:15:00+00:00,69336.0313
2026-06-07T21:15:00-05:00,2026-06-08 02:15:00+00:00,2026-06-07T21:30:00-05:00,2026-06-08 02:30:00+00:00,69155.2943
2026-06-07T21:30:00-05:00,2026-06-08 02:30:00+00:00,2026-06-07T21:45:00-05:00,2026-06-08 02:45:00+00:00,68400.7135
2026-06-07T21:45:00-05:00,2026-06-08 02:45:00+00:00,2026-06-07T22:00:00-05:00,2026-06-08 03:00:00+00:00,67694.7552
2026-06-07T22:00:00-05:00,2026-06-08 03:00:00+00:00,2026-06-07T22:15:00-05:00,2026-06-08 03:15:00+00:00,67134.2188
2026-06-07T22:15:00-05:00,2026-06-08 03:15:00+00:00,2026-06-07T22:30:00-05:00,2026-06-08 03:30:00+00:00,66439.5599
2026-06-07T22:30:00-05:00,2026-06-08 03:30:00+00:00,2026-06-07T22:45:00-05:00,2026-06-08 03:45:00+00:00,65557.599
2026-06-07T22:45:00-05:00,2026-06-08 03:45:00+00:00,2026-06-07T23:00:00-05:00,2026-06-08 04:00:00+00:00,64658.3659
2026-06-07T23:00:00-05:00,2026-06-08 04:00:00+00:00,2026-06-07T23:15:00-05:00,2026-06-08 04:15:00+00:00,63971.4805
2026-06-07T23:15:00-05:00,2026-06-08 04:15:00+00:00,2026-06-07T23:30:00-05:00,2026-06-08 04:30:00+00:00,63099.3997
2026-06-07T23:30:00-05:00,2026-06-08 04:30:00+00:00,2026-06-07T23:45:00-05:00,2026-06-08 04:45:00+00:00,62168.7292
2026-06-07T23:45:00-05:00,2026-06-08 04:45:00+00:00,2026-06-08T00:00:00-05:00,2026-06-08 05:00:00+00:00,61188.918
2026-06-08T00:00:00-05:00,2026-06-08 05:00:00+00:00,2026-06-08T00:15:00-05:00,2026-06-08 05:15:00+00:00,60489.1836
2026-06-08T00:15:00-05:00,2026-06-08 05:15:00+00:00,2026-06-08T00:30:00-05:00,2026-06-08 05:30:00+00:00,59949.0182
2026-06-08T00:30:00-05:00,2026-06-08 05:30:00+00:00,2026-06-08T00:45:00-05:00,2026-06-08 05:45:00+00:00,59290.1628
2026-06-08T00:45:00-05:00,2026-06-08 05:45:00+00:00,2026-06-08T01:00:00-05:00,2026-06-08 06:00:00+00:00,58503.0521
2026-06-08T01:00:00-05:00,2026-06-08 06:00:00+00:00,2026-06-08T01:15:00-05:00,2026-06-08 06:15:00+00:00,58093.5234
2026-06-08T01:15:00-05:00,2026-06-08 06:15:00+00:00,2026-06-08T01:30:00-05:00,2026-06-08 06:30:00+00:00,57573.3242
2026-06-08T01:30:00-05:00,2026-06-08 06:30:00+00:00,2026-06-08T01:45:00-05:00,2026-06-08 06:45:00+00:00,57201.8346
2026-06-08T01:45:00-05:00,2026-06-08 06:45:00+00:00,2026-06-08T02:00:00-05:00,2026-06-08 07:00:00+00:00,56716.7539
2026-06-08T02:00:00-05:00,2026-06-08 07:00:00+00:00,2026-06-08T02:15:00-05:00,2026-06-08 07:15:00+00:00,56430.8932
2026-06-08T02:15:00-05:00,2026-06-08 07:15:00+00:00,2026-06-08T02:30:00-05:00,2026-06-08 07:30:00+00:00,56167.2643
2026-06-08T02:30:00-05:00,2026-06-08 07:30:00+00:00,2026-06-08T02:45:00-05:00,2026-06-08 07:45:00+00:00,55919.7422
2026-06-08T02:45:00-05:00,2026-06-08 07:45:00+00:00,2026-06-08T03:00:00-05:00,2026-06-08 08:00:00+00:00,55455.0313
2026-06-08T03:00:00-05:00,2026-06-08 08:00:00+00:00,2026-06-08T03:15:00-05:00,2026-06-08 08:15:00+00:00,55458.9193
2026-06-08T03:15:00-05:00,2026-06-08 08:15:00+00:00,2026-06-08T03:30:00-05:00,2026-06-08 08:30:00+00:00,55392.1484
