interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,demand
2026-06-15T12:15:00-05:00,2026-06-15 17:15:00+00:00,2026-06-15T12:30:00-05:00,2026-06-15 17:30:00+00:00,62280.1563
2026-06-15T12:30:00-05:00,2026-06-15 17:30:00+00:00,2026-06-15T12:45:00-05:00,2026-06-15 17:45:00+00:00,62613.2578
2026-06-15T12:45:00-05:00,2026-06-15 17:45:00+00:00,2026-06-15T13:00:00-05:00,2026-06-15 18:00:00+00:00,62753.474
2026-06-15T13:00:00-05:00,2026-06-15 18:00:00+00:00,2026-06-15T13:15:00-05:00,2026-06-15 18:15:00+00:00,63014.0547
2026-06-15T13:15:00-05:00,2026-06-15 18:15:00+00:00,2026-06-15T13:30:00-05:00,2026-06-15 18:30:00+00:00,63132.8698
2026-06-15T13:30:00-05:00,2026-06-15 18:30:00+00:00,2026-06-15T13:45:00-05:00,2026-06-15 18:45:00+00:00,63360.5391
2026-06-15T13:45:00-05:00,2026-06-15 18:45:00+00:00,2026-06-15T14:00:00-05:00,2026-06-15 19:00:00+00:00,63687.7474
2026-06-15T14:00:00-05:00,2026-06-15 19:00:00+00:00,2026-06-15T14:15:00-05:00,2026-06-15 19:15:00+00:00,64272.9323
2026-06-15T14:15:00-05:00,2026-06-15 19:15:00+00:00,2026-06-15T14:30:00-05:00,2026-06-15 19:30:00+00:00,64763.513
2026-06-15T14:30:00-05:00,2026-06-15 19:30:00+00:00,2026-06-15T14:45:00-05:00,2026-06-15 19:45:00+00:00,65220.3034
2026-06-15T14:45:00-05:00,2026-06-15 19:45:00+00:00,2026-06-15T15:00:00-05:00,2026-06-15 20:00:00+00:00,65459.8815
2026-06-15T15:00:00-05:00,2026-06-15 20:00:00+00:00,2026-06-15T15:15:00-05:00,2026-06-15 20:15:00+00:00,65897.0651
2026-06-15T15:15:00-05:00,2026-06-15 20:15:00+00:00,2026-06-15T15:30:00-05:00,2026-06-15 20:30:00+00:00,66156.9505
2026-06-15T15:30:00-05:00,2026-06-15 20:30:00+00:00,2026-06-15T15:45:00-05:00,2026-06-15 20:45:00+00:00,66150.9844
2026-06-15T15:45:00-05:00,2026-06-15 20:45:00+00:00,2026-06-15T16:00:00-05:00,2026-06-15 21:00:00+00:00,66467.112
2026-06-15T16:00:00-05:00,2026-06-15 21:00:00+00:00,2026-06-15T16:15:00-05:00,2026-06-15 21:15:00+00:00,66829.1953
2026-06-15T16:15:00-05:00,2026-06-15 21:15:00+00:00,2026-06-15T16:30:00-05:00,2026-06-15 21:30:00+00:00,67114.138
2026-06-15T16:30:00-05:00,2026-06-15 21:30:00+00:00,2026-06-15T16:45:00-05:00,2026-06-15 21:45:00+00:00,67328.2161
2026-06-15T16:45:00-05:00,2026-06-15 21:45:00+00:00,2026-06-15T17:00:00-05:00,2026-06-15 22:00:00+00:00,67529.8464
2026-06-15T17:00:00-05:00,2026-06-15 22:00:00+00:00,2026-06-15T17:15:00-05:00,2026-06-15 22:15:00+00:00,67665.888
2026-06-15T17:15:00-05:00,2026-06-15 22:15:00+00:00,2026-06-15T17:30:00-05:00,2026-06-15 22:30:00+00:00,67750.6771
2026-06-15T17:30:00-05:00,2026-06-15 22:30:00+00:00,2026-06-15T17:45:00-05:00,2026-06-15 22:45:00+00:00,67741.9115
2026-06-15T17:45:00-05:00,2026-06-15 22:45:00+00:00,2026-06-15T18:00:00-05:00,2026-06-15 23:00:00+00:00,67854.6667
2026-06-15T18:00:00-05:00,2026-06-15 23:00:00+00:00,2026-06-15T18:15:00-05:00,2026-06-15 23:15:00+00:00,67396.4792
2026-06-15T18:15:00-05:00,2026-06-15 23:15:00+00:00,2026-06-15T18:30:00-05:00,2026-06-15 23:30:00+00:00,67322.0703
2026-06-15T18:30:00-05:00,2026-06-15 23:30:00+00:00,2026-06-15T18:45:00-05:00,2026-06-15 23:45:00+00:00,66979.7682
2026-06-15T18:45:00-05:00,2026-06-15 23:45:00+00:00,2026-06-15T19:00:00-05:00,2026-06-16 00:00:00+00:00,66876.6042
2026-06-15T19:00:00-05:00,2026-06-16 00:00:00+00:00,2026-06-15T19:15:00-05:00,2026-06-16 00:15:00+00:00,66658.9479
2026-06-15T19:15:00-05:00,2026-06-16 00:15:00+00:00,2026-06-15T19:30:00-05:00,2026-06-16 00:30:00+00:00,66571.4089
2026-06-15T19:30:00-05:00,2026-06-16 00:30:00+00:00,2026-06-15T19:45:00-05:00,2026-06-16 00:45:00+00:00,66111.2318
2026-06-15T19:45:00-05:00,2026-06-16 00:45:00+00:00,2026-06-15T20:00:00-05:00,2026-06-16 01:00:00+00:00,65923.8333
2026-06-15T20:00:00-05:00,2026-06-16 01:00:00+00:00,2026-06-15T20:15:00-05:00,2026-06-16 01:15:00+00:00,65559.4102
2026-06-15T20:15:00-05:00,2026-06-16 01:15:00+00:00,2026-06-15T20:30:00-05:00,2026-06-16 01:30:00+00:00,65037.0911
2026-06-15T20:30:00-05:00,2026-06-16 01:30:00+00:00,2026-06-15T20:45:00-05:00,2026-06-16 01:45:00+00:00,64994.4818
2026-06-15T20:45:00-05:00,2026-06-16 01:45:00+00:00,2026-06-15T21:00:00-05:00,2026-06-16 02:00:00+00:00,64852.8841
2026-06-15T21:00:00-05:00,2026-06-16 02:00:00+00:00,2026-06-15T21:15:00-05:00,2026-06-16 02:15:00+00:00,64610.4714
2026-06-15T21:15:00-05:00,2026-06-16 02:15:00+00:00,2026-06-15T21:30:00-05:00,2026-06-16 02:30:00+00:00,64242.7279
2026-06-15T21:30:00-05:00,2026-06-16 02:30:00+00:00,2026-06-15T21:45:00-05:00,2026-06-16 02:45:00+00:00,63835.5625
2026-06-15T21:45:00-05:00,2026-06-16 02:45:00+00:00,2026-06-15T22:00:00-05:00,2026-06-16 03:00:00+00:00,63118.5091
2026-06-15T22:00:00-05:00,2026-06-16 03:00:00+00:00,2026-06-15T22:15:00-05:00,2026-06-16 03:15:00+00:00,62417.724
2026-06-15T22:15:00-05:00,2026-06-16 03:15:00+00:00,2026-06-15T22:30:00-05:00,2026-06-16 03:30:00+00:00,61580.4401
2026-06-15T22:30:00-05:00,2026-06-16 03:30:00+00:00,2026-06-15T22:45:00-05:00,2026-06-16 03:45:00+00:00,60892.4844
2026-06-15T22:45:00-05:00,2026-06-16 03:45:00+00:00,2026-06-15T23:00:00-05:00,2026-06-16 04:00:00+00:00,60211.6953
2026-06-15T23:00:00-05:00,2026-06-16 04:00:00+00:00,2026-06-15T23:15:00-05:00,2026-06-16 04:15:00+00:00,59260.9674
2026-06-15T23:15:00-05:00,2026-06-16 04:15:00+00:00,2026-06-15T23:30:00-05:00,2026-06-16 04:30:00+00:00,58558.6289
2026-06-15T23:30:00-05:00,2026-06-16 04:30:00+00:00,2026-06-15T23:45:00-05:00,2026-06-16 04:45:00+00:00,57582.9076
2026-06-15T23:45:00-05:00,2026-06-16 04:45:00+00:00,2026-06-16T00:00:00-05:00,2026-06-16 05:00:00+00:00,56841.6927
2026-06-16T00:00:00-05:00,2026-06-16 05:00:00+00:00,2026-06-16T00:15:00-05:00,2026-06-16 05:15:00+00:00,56126.2122
2026-06-16T00:15:00-05:00,2026-06-16 05:15:00+00:00,2026-06-16T00:30:00-05:00,2026-06-16 05:30:00+00:00,55357.7344
2026-06-16T00:30:00-05:00,2026-06-16 05:30:00+00:00,2026-06-16T00:45:00-05:00,2026-06-16 05:45:00+00:00,54741.2109
2026-06-16T00:45:00-05:00,2026-06-16 05:45:00+00:00,2026-06-16T01:00:00-05:00,2026-06-16 06:00:00+00:00,54185.0586
2026-06-16T01:00:00-05:00,2026-06-16 06:00:00+00:00,2026-06-16T01:15:00-05:00,2026-06-16 06:15:00+00:00,53738.2943
2026-06-16T01:15:00-05:00,2026-06-16 06:15:00+00:00,2026-06-16T01:30:00-05:00,2026-06-16 06:30:00+00:00,53240.944
2026-06-16T01:30:00-05:00,2026-06-16 06:30:00+00:00,2026-06-16T01:45:00-05:00,2026-06-16 06:45:00+00:00,52776.6901
2026-06-16T01:45:00-05:00,2026-06-16 06:45:00+00:00,2026-06-16T02:00:00-05:00,2026-06-16 07:00:00+00:00,52411.1029
2026-06-16T02:00:00-05:00,2026-06-16 07:00:00+00:00,2026-06-16T02:15:00-05:00,2026-06-16 07:15:00+00:00,52116.5299
2026-06-16T02:15:00-05:00,2026-06-16 07:15:00+00:00,2026-06-16T02:30:00-05:00,2026-06-16 07:30:00+00:00,51896.9049
2026-06-16T02:30:00-05:00,2026-06-16 07:30:00+00:00,2026-06-16T02:45:00-05:00,2026-06-16 07:45:00+00:00,51536.3151
2026-06-16T02:45:00-05:00,2026-06-16 07:45:00+00:00,2026-06-16T03:00:00-05:00,2026-06-16 08:00:00+00:00,51321.9023
2026-06-16T03:00:00-05:00,2026-06-16 08:00:00+00:00,2026-06-16T03:15:00-05:00,2026-06-16 08:15:00+00:00,51172.5755
2026-06-16T03:15:00-05:00,2026-06-16 08:15:00+00:00,2026-06-16T03:30:00-05:00,2026-06-16 08:30:00+00:00,50953.7578
2026-06-16T03:30:00-05:00,2026-06-16 08:30:00+00:00,2026-06-16T03:45:00-05:00,2026-06-16 08:45:00+00:00,50745.7122
2026-06-16T03:45:00-05:00,2026-06-16 08:45:00+00:00,2026-06-16T04:00:00-05:00,2026-06-16 09:00:00+00:00,50859.2148
2026-06-16T04:00:00-05:00,2026-06-16 09:00:00+00:00,2026-06-16T04:15:00-05:00,2026-06-16 09:15:00+00:00,50863.0221
2026-06-16T04:15:00-05:00,2026-06-16 09:15:00+00:00,2026-06-16T04:30:00-05:00,2026-06-16 09:30:00+00:00,50857.8138
2026-06-16T04:30:00-05:00,2026-06-16 09:30:00+00:00,2026-06-16T04:45:00-05:00,2026-06-16 09:45:00+00:00,50980.082
2026-06-16T04:45:00-05:00,2026-06-16 09:45:00+00:00,2026-06-16T05:00:00-05:00,2026-06-16 10:00:00+00:00,51110.0755
2026-06-16T05:00:00-05:00,2026-06-16 10:00:00+00:00,2026-06-16T05:15:00-05:00,2026-06-16 10:15:00+00:00,51670.9036
2026-06-16T05:15:00-05:00,2026-06-16 10:15:00+00:00,2026-06-16T05:30:00-05:00,2026-06-16 10:30:00+00:00,51912.6471
2026-06-16T05:30:00-05:00,2026-06-16 10:30:00+00:00,2026-06-16T05:45:00-05:00,2026-06-16 10:45:00+00:00,52096.1003
2026-06-16T05:45:00-05:00,2026-06-16 10:45:00+00:00,2026-06-16T06:00:00-05:00,2026-06-16 11:00:00+00:00,52478.5872
2026-06-16T06:00:00-05:00,2026-06-16 11:00:00+00:00,2026-06-16T06:15:00-05:00,2026-06-16 11:15:00+00:00,53169.6068
2026-06-16T06:15:00-05:00,2026-06-16 11:15:00+00:00,2026-06-16T06:30:00-05:00,2026-06-16 11:30:00+00:00,53538.0716
2026-06-16T06:30:00-05:00,2026-06-16 11:30:00+00:00,2026-06-16T06:45:00-05:00,2026-06-16 11:45:00+00:00,53441.5521
2026-06-16T06:45:00-05:00,2026-06-16 11:45:00+00:00,2026-06-16T07:00:00-05:00,2026-06-16 12:00:00+00:00,53639.2109
2026-06-16T07:00:00-05:00,2026-06-16 12:00:00+00:00,2026-06-16T07:15:00-05:00,2026-06-16 12:15:00+00:00,53817.7279
2026-06-16T07:15:00-05:00,2026-06-16 12:15:00+00:00,2026-06-16T07:30:00-05:00,2026-06-16 12:30:00+00:00,54512.3737
2026-06-16T07:30:00-05:00,2026-06-16 12:30:00+00:00,2026-06-16T07:45:00-05:00,2026-06-16 12:45:00+00:00,54867.0169
2026-06-16T07:45:00-05:00,2026-06-16 12:45:00+00:00,2026-06-16T08:00:00-05:00,2026-06-16 13:00:00+00:00,55209.2604
2026-06-16T08:00:00-05:00,2026-06-16 13:00:00+00:00,2026-06-16T08:15:00-05:00,2026-06-16 13:15:00+00:00,55805.026
2026-06-16T08:15:00-05:00,2026-06-16 13:15:00+00:00,2026-06-16T08:30:00-05:00,2026-06-16 13:30:00+00:00,56357.0573
2026-06-16T08:30:00-05:00,2026-06-16 13:30:00+00:00,2026-06-16T08:45:00-05:00,2026-06-16 13:45:00+00:00,56889.2865
2026-06-16T08:45:00-05:00,2026-06-16 13:45:00+00:00,2026-06-16T09:00:00-05:00,2026-06-16 14:00:00+00:00,57312.2799
2026-06-16T09:00:00-05:00,2026-06-16 14:00:00+00:00,2026-06-16T09:15:00-05:00,2026-06-16 14:15:00+00:00,57866.0833
2026-06-16T09:15:00-05:00,2026-06-16 14:15:00+00:00,2026-06-16T09:30:00-05:00,2026-06-16 14:30:00+00:00,58596.5404
2026-06-16T09:30:00-05:00,2026-06-16 14:30:00+00:00,2026-06-16T09:45:00-05:00,2026-06-16 14:45:00+00:00,59252.0117
2026-06-16T09:45:00-05:00,2026-06-16 14:45:00+00:00,2026-06-16T10:00:00-05:00,2026-06-16 15:00:00+00:00,59805.2943
2026-06-16T10:00:00-05:00,2026-06-16 15:00:00+00:00,2026-06-16T10:15:00-05:00,2026-06-16 15:15:00+00:00,60255.8242
2026-06-16T10:15:00-05:00,2026-06-16 15:15:00+00:00,2026-06-16T10:30:00-05:00,2026-06-16 15:30:00+00:00,60857.418
2026-06-16T10:30:00-05:00,2026-06-16 15:30:00+00:00,2026-06-16T10:45:00-05:00,2026-06-16 15:45:00+00:00,61542.2565
2026-06-16T10:45:00-05:00,2026-06-16 15:45:00+00:00,2026-06-16T11:00:00-05:00,2026-06-16 16:00:00+00:00,61978.2474
2026-06-16T11:00:00-05:00,2026-06-16 16:00:00+00:00,2026-06-16T11:15:00-05:00,2026-06-16 16:15:00+00:00,62598.349
2026-06-16T11:15:00-05:00,2026-06-16 16:15:00+00:00,2026-06-16T11:30:00-05:00,2026-06-16 16:30:00+00:00,63250.125
2026-06-16T11:30:00-05:00,2026-06-16 16:30:00+00:00,2026-06-16T11:45:00-05:00,2026-06-16 16:45:00+00:00,64031.1094
2026-06-16T11:45:00-05:00,2026-06-16 16:45:00+00:00,2026-06-16T12:00:00-05:00,2026-06-16 17:00:00+00:00,64434.849
2026-06-16T12:00:00-05:00,2026-06-16 17:00:00+00:00,2026-06-16T12:15:00-05:00,2026-06-16 17:15:00+00:00,64987.4609
2026-06-16T12:15:00-05:00,2026-06-16 17:15:00+00:00,2026-06-16T12:30:00-05:00,2026-06-16 17:30:00+00:00,65519.8854
2026-06-16T12:30:00-05:00,2026-06-16 17:30:00+00:00,2026-06-16T12:45:00-05:00,2026-06-16 17:45:00+00:00,66013.9792
2026-06-16T12:45:00-05:00,2026-06-16 17:45:00+00:00,2026-06-16T13:00:00-05:00,2026-06-16 18:00:00+00:00,66712.7786
2026-06-16T13:00:00-05:00,2026-06-16 18:00:00+00:00,2026-06-16T13:15:00-05:00,2026-06-16 18:15:00+00:00,67354.1563
2026-06-16T13:15:00-05:00,2026-06-16 18:15:00+00:00,2026-06-16T13:30:00-05:00,2026-06-16 18:30:00+00:00,67744.3646
2026-06-16T13:30:00-05:00,2026-06-16 18:30:00+00:00,2026-06-16T13:45:00-05:00,2026-06-16 18:45:00+00:00,68355.4375
2026-06-16T13:45:00-05:00,2026-06-16 18:45:00+00:00,2026-06-16T14:00:00-05:00,2026-06-16 19:00:00+00:00,68912.9401
2026-06-16T14:00:00-05:00,2026-06-16 19:00:00+00:00,2026-06-16T14:15:00-05:00,2026-06-16 19:15:00+00:00,69337.6328
2026-06-16T14:15:00-05:00,2026-06-16 19:15:00+00:00,2026-06-16T14:30:00-05:00,2026-06-16 19:30:00+00:00,69899.0365
2026-06-16T14:30:00-05:00,2026-06-16 19:30:00+00:00,2026-06-16T14:45:00-05:00,2026-06-16 19:45:00+00:00,70410.1849
2026-06-16T14:45:00-05:00,2026-06-16 19:45:00+00:00,2026-06-16T15:00:00-05:00,2026-06-16 20:00:00+00:00,70904.9688
2026-06-16T15:00:00-05:00,2026-06-16 20:00:00+00:00,2026-06-16T15:15:00-05:00,2026-06-16 20:15:00+00:00,71276.1328
2026-06-16T15:15:00-05:00,2026-06-16 20:15:00+00:00,2026-06-16T15:30:00-05:00,2026-06-16 20:30:00+00:00,71692.6146
2026-06-16T15:30:00-05:00,2026-06-16 20:30:00+00:00,2026-06-16T15:45:00-05:00,2026-06-16 20:45:00+00:00,72287.1146
2026-06-16T15:45:00-05:00,2026-06-16 20:45:00+00:00,2026-06-16T16:00:00-05:00,2026-06-16 21:00:00+00:00,72616.0182
2026-06-16T16:00:00-05:00,2026-06-16 21:00:00+00:00,2026-06-16T16:15:00-05:00,2026-06-16 21:15:00+00:00,73073.1641
2026-06-16T16:15:00-05:00,2026-06-16 21:15:00+00:00,2026-06-16T16:30:00-05:00,2026-06-16 21:30:00+00:00,73333.9089
2026-06-16T16:30:00-05:00,2026-06-16 21:30:00+00:00,2026-06-16T16:45:00-05:00,2026-06-16 21:45:00+00:00,73587.9427
2026-06-16T16:45:00-05:00,2026-06-16 21:45:00+00:00,2026-06-16T17:00:00-05:00,2026-06-16 22:00:00+00:00,73655.9688
2026-06-16T17:00:00-05:00,2026-06-16 22:00:00+00:00,2026-06-16T17:15:00-05:00,2026-06-16 22:15:00+00:00,73560.599
2026-06-16T17:15:00-05:00,2026-06-16 22:15:00+00:00,2026-06-16T17:30:00-05:00,2026-06-16 22:30:00+00:00,73624.7786
2026-06-16T17:30:00-05:00,2026-06-16 22:30:00+00:00,2026-06-16T17:45:00-05:00,2026-06-16 22:45:00+00:00,73646.1328
2026-06-16T17:45:00-05:00,2026-06-16 22:45:00+00:00,2026-06-16T18:00:00-05:00,2026-06-16 23:00:00+00:00,73667.7943
2026-06-16T18:00:00-05:00,2026-06-16 23:00:00+00:00,2026-06-16T18:15:00-05:00,2026-06-16 23:15:00+00:00,73518.2813
2026-06-16T18:15:00-05:00,2026-06-16 23:15:00+00:00,2026-06-16T18:30:00-05:00,2026-06-16 23:30:00+00:00,73492.2266
2026-06-16T18:30:00-05:00,2026-06-16 23:30:00+00:00,2026-06-16T18:45:00-05:00,2026-06-16 23:45:00+00:00,73372.151
2026-06-16T18:45:00-05:00,2026-06-16 23:45:00+00:00,2026-06-16T19:00:00-05:00,2026-06-17 00:00:00+00:00,73250.4271
2026-06-16T19:00:00-05:00,2026-06-17 00:00:00+00:00,2026-06-16T19:15:00-05:00,2026-06-17 00:15:00+00:00,73044.987
2026-06-16T19:15:00-05:00,2026-06-17 00:15:00+00:00,2026-06-16T19:30:00-05:00,2026-06-17 00:30:00+00:00,72849.8411
2026-06-16T19:30:00-05:00,2026-06-17 00:30:00+00:00,2026-06-16T19:45:00-05:00,2026-06-17 00:45:00+00:00,72192.1224
2026-06-16T19:45:00-05:00,2026-06-17 00:45:00+00:00,2026-06-16T20:00:00-05:00,2026-06-17 01:00:00+00:00,71394.8724
2026-06-16T20:00:00-05:00,2026-06-17 01:00:00+00:00,2026-06-16T20:15:00-05:00,2026-06-17 01:15:00+00:00,70859.9401
2026-06-16T20:15:00-05:00,2026-06-17 01:15:00+00:00,2026-06-16T20:30:00-05:00,2026-06-17 01:30:00+00:00,69942.4661
2026-06-16T20:30:00-05:00,2026-06-17 01:30:00+00:00,2026-06-16T20:45:00-05:00,2026-06-17 01:45:00+00:00,69547.4219
2026-06-16T20:45:00-05:00,2026-06-17 01:45:00+00:00,2026-06-16T21:00:00-05:00,2026-06-17 02:00:00+00:00,69234.0365
2026-06-16T21:00:00-05:00,2026-06-17 02:00:00+00:00,2026-06-16T21:15:00-05:00,2026-06-17 02:15:00+00:00,69075.1094
2026-06-16T21:15:00-05:00,2026-06-17 02:15:00+00:00,2026-06-16T21:30:00-05:00,2026-06-17 02:30:00+00:00,68292.625
2026-06-16T21:30:00-05:00,2026-06-17 02:30:00+00:00,2026-06-16T21:45:00-05:00,2026-06-17 02:45:00+00:00,67872.6927
2026-06-16T21:45:00-05:00,2026-06-17 02:45:00+00:00,2026-06-16T22:00:00-05:00,2026-06-17 03:00:00+00:00,67235.8984
2026-06-16T22:00:00-05:00,2026-06-17 03:00:00+00:00,2026-06-16T22:15:00-05:00,2026-06-17 03:15:00+00:00,66165.1198
2026-06-16T22:15:00-05:00,2026-06-17 03:15:00+00:00,2026-06-16T22:30:00-05:00,2026-06-17 03:30:00+00:00,65465.9505
2026-06-16T22:30:00-05:00,2026-06-17 03:30:00+00:00,2026-06-16T22:45:00-05:00,2026-06-17 03:45:00+00:00,64538.8659
2026-06-16T22:45:00-05:00,2026-06-17 03:45:00+00:00,2026-06-16T23:00:00-05:00,2026-06-17 04:00:00+00:00,63520.0417
2026-06-16T23:00:00-05:00,2026-06-17 04:00:00+00:00,2026-06-16T23:15:00-05:00,2026-06-17 04:15:00+00:00,62462.5846
2026-06-16T23:15:00-05:00,2026-06-17 04:15:00+00:00,2026-06-16T23:30:00-05:00,2026-06-17 04:30:00+00:00,61542.1706
2026-06-16T23:30:00-05:00,2026-06-17 04:30:00+00:00,2026-06-16T23:45:00-05:00,2026-06-17 04:45:00+00:00,60567.3216
2026-06-16T23:45:00-05:00,2026-06-17 04:45:00+00:00,2026-06-17T00:00:00-05:00,2026-06-17 05:00:00+00:00,59666.8926
2026-06-17T00:00:00-05:00,2026-06-17 05:00:00+00:00,2026-06-17T00:15:00-05:00,2026-06-17 05:15:00+00:00,58688.2865
2026-06-17T00:15:00-05:00,2026-06-17 05:15:00+00:00,2026-06-17T00:30:00-05:00,2026-06-17 05:30:00+00:00,58135.9154
2026-06-17T00:30:00-05:00,2026-06-17 05:30:00+00:00,2026-06-17T00:45:00-05:00,2026-06-17 05:45:00+00:00,57179.612
2026-06-17T00:45:00-05:00,2026-06-17 05:45:00+00:00,2026-06-17T01:00:00-05:00,2026-06-17 06:00:00+00:00,56625.7383
2026-06-17T01:00:00-05:00,2026-06-17 06:00:00+00:00,2026-06-17T01:15:00-05:00,2026-06-17 06:15:00+00:00,56174.6602
2026-06-17T01:15:00-05:00,2026-06-17 06:15:00+00:00,2026-06-17T01:30:00-05:00,2026-06-17 06:30:00+00:00,55655.819
2026-06-17T01:30:00-05:00,2026-06-17 06:30:00+00:00,2026-06-17T01:45:00-05:00,2026-06-17 06:45:00+00:00,54921.4284
2026-06-17T01:45:00-05:00,2026-06-17 06:45:00+00:00,2026-06-17T02:00:00-05:00,2026-06-17 07:00:00+00:00,54533.7448
2026-06-17T02:00:00-05:00,2026-06-17 07:00:00+00:00,2026-06-17T02:15:00-05:00,2026-06-17 07:15:00+00:00,54393.6016
2026-06-17T02:15:00-05:00,2026-06-17 07:15:00+00:00,2026-06-17T02:30:00-05:00,2026-06-17 07:30:00+00:00,53974.9922
2026-06-17T02:30:00-05:00,2026-06-17 07:30:00+00:00,2026-06-17T02:45:00-05:00,2026-06-17 07:45:00+00:00,53534.5768
2026-06-17T02:45:00-05:00,2026-06-17 07:45:00+00:00,2026-06-17T03:00:00-05:00,2026-06-17 08:00:00+00:00,53393.8568
2026-06-17T03:00:00-05:00,2026-06-17 08:00:00+00:00,2026-06-17T03:15:00-05:00,2026-06-17 08:15:00+00:00,53224.8919
2026-06-17T03:15:00-05:00,2026-06-17 08:15:00+00:00,2026-06-17T03:30:00-05:00,2026-06-17 08:30:00+00:00,53061.138
2026-06-17T03:30:00-05:00,2026-06-17 08:30:00+00:00,2026-06-17T03:45:00-05:00,2026-06-17 08:45:00+00:00,52697.6094
2026-06-17T03:45:00-05:00,2026-06-17 08:45:00+00:00,2026-06-17T04:00:00-05:00,2026-06-17 09:00:00+00:00,52598.0456
2026-06-17T04:00:00-05:00,2026-06-17 09:00:00+00:00,2026-06-17T04:15:00-05:00,2026-06-17 09:15:00+00:00,52744.4831
2026-06-17T04:15:00-05:00,2026-06-17 09:15:00+00:00,2026-06-17T04:30:00-05:00,2026-06-17 09:30:00+00:00,52542.5169
2026-06-17T04:30:00-05:00,2026-06-17 09:30:00+00:00,2026-06-17T04:45:00-05:00,2026-06-17 09:45:00+00:00,52496.9036
2026-06-17T04:45:00-05:00,2026-06-17 09:45:00+00:00,2026-06-17T05:00:00-05:00,2026-06-17 10:00:00+00:00,52592.513
2026-06-17T05:00:00-05:00,2026-06-17 10:00:00+00:00,2026-06-17T05:15:00-05:00,2026-06-17 10:15:00+00:00,53167.2266
2026-06-17T05:15:00-05:00,2026-06-17 10:15:00+00:00,2026-06-17T05:30:00-05:00,2026-06-17 10:30:00+00:00,53311.3711
2026-06-17T05:30:00-05:00,2026-06-17 10:30:00+00:00,2026-06-17T05:45:00-05:00,2026-06-17 10:45:00+00:00,53686.7839
2026-06-17T05:45:00-05:00,2026-06-17 10:45:00+00:00,2026-06-17T06:00:00-05:00,2026-06-17 11:00:00+00:00,54011.8542
2026-06-17T06:00:00-05:00,2026-06-17 11:00:00+00:00,2026-06-17T06:15:00-05:00,2026-06-17 11:15:00+00:00,54544.3789
2026-06-17T06:15:00-05:00,2026-06-17 11:15:00+00:00,2026-06-17T06:30:00-05:00,2026-06-17 11:30:00+00:00,54890.9544
2026-06-17T06:30:00-05:00,2026-06-17 11:30:00+00:00,2026-06-17T06:45:00-05:00,2026-06-17 11:45:00+00:00,55062.3411
2026-06-17T06:45:00-05:00,2026-06-17 11:45:00+00:00,2026-06-17T07:00:00-05:00,2026-06-17 12:00:00+00:00,55155.6341
2026-06-17T07:00:00-05:00,2026-06-17 12:00:00+00:00,2026-06-17T07:15:00-05:00,2026-06-17 12:15:00+00:00,55598.9844
2026-06-17T07:15:00-05:00,2026-06-17 12:15:00+00:00,2026-06-17T07:30:00-05:00,2026-06-17 12:30:00+00:00,56064.9167
2026-06-17T07:30:00-05:00,2026-06-17 12:30:00+00:00,2026-06-17T07:45:00-05:00,2026-06-17 12:45:00+00:00,56525.4701
2026-06-17T07:45:00-05:00,2026-06-17 12:45:00+00:00,2026-06-17T08:00:00-05:00,2026-06-17 13:00:00+00:00,57321.5677
2026-06-17T08:00:00-05:00,2026-06-17 13:00:00+00:00,2026-06-17T08:15:00-05:00,2026-06-17 13:15:00+00:00,57834.5768
2026-06-17T08:15:00-05:00,2026-06-17 13:15:00+00:00,2026-06-17T08:30:00-05:00,2026-06-17 13:30:00+00:00,58332.9141
2026-06-17T08:30:00-05:00,2026-06-17 13:30:00+00:00,2026-06-17T08:45:00-05:00,2026-06-17 13:45:00+00:00,58544.6536
2026-06-17T08:45:00-05:00,2026-06-17 13:45:00+00:00,2026-06-17T09:00:00-05:00,2026-06-17 14:00:00+00:00,58953.0938
2026-06-17T09:00:00-05:00,2026-06-17 14:00:00+00:00,2026-06-17T09:15:00-05:00,2026-06-17 14:15:00+00:00,59817.8724
2026-06-17T09:15:00-05:00,2026-06-17 14:15:00+00:00,2026-06-17T09:30:00-05:00,2026-06-17 14:30:00+00:00,60532.6784
2026-06-17T09:30:00-05:00,2026-06-17 14:30:00+00:00,2026-06-17T09:45:00-05:00,2026-06-17 14:45:00+00:00,60937.1445
2026-06-17T09:45:00-05:00,2026-06-17 14:45:00+00:00,2026-06-17T10:00:00-05:00,2026-06-17 15:00:00+00:00,61707.3646
2026-06-17T10:00:00-05:00,2026-06-17 15:00:00+00:00,2026-06-17T10:15:00-05:00,2026-06-17 15:15:00+00:00,62702.8607
2026-06-17T10:15:00-05:00,2026-06-17 15:15:00+00:00,2026-06-17T10:30:00-05:00,2026-06-17 15:30:00+00:00,63432.9115
2026-06-17T10:30:00-05:00,2026-06-17 15:30:00+00:00,2026-06-17T10:45:00-05:00,2026-06-17 15:45:00+00:00,64146.0781
2026-06-17T10:45:00-05:00,2026-06-17 15:45:00+00:00,2026-06-17T11:00:00-05:00,2026-06-17 16:00:00+00:00,65023.6276
2026-06-17T11:00:00-05:00,2026-06-17 16:00:00+00:00,2026-06-17T11:15:00-05:00,2026-06-17 16:15:00+00:00,65960.5417
2026-06-17T11:15:00-05:00,2026-06-17 16:15:00+00:00,2026-06-17T11:30:00-05:00,2026-06-17 16:30:00+00:00,66934.2188
