datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
5/31/2025 4:00:00 AM,5/31/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,904.965,False
5/31/2025 5:00:00 AM,5/31/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,847.392,False
5/31/2025 6:00:00 AM,5/31/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,804.196,False
5/31/2025 7:00:00 AM,5/31/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,771.607,False
5/31/2025 8:00:00 AM,5/31/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,763.462,False
5/31/2025 9:00:00 AM,5/31/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,769.058,False
5/31/2025 10:00:00 AM,5/31/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,760.820,False
5/31/2025 11:00:00 AM,5/31/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,749.892,False
5/31/2025 12:00:00 PM,5/31/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,732.816,False
5/31/2025 1:00:00 PM,5/31/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,752.852,False
5/31/2025 2:00:00 PM,5/31/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,760.050,False
5/31/2025 3:00:00 PM,5/31/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,712.609,False
5/31/2025 4:00:00 PM,5/31/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,671.220,False
5/31/2025 5:00:00 PM,5/31/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,728.048,False
5/31/2025 6:00:00 PM,5/31/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,718.415,False
5/31/2025 7:00:00 PM,5/31/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,876.007,False
5/31/2025 8:00:00 PM,5/31/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,956.713,False
5/31/2025 9:00:00 PM,5/31/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,923.293,False
5/31/2025 10:00:00 PM,5/31/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,940.735,False
5/31/2025 11:00:00 PM,5/31/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,968.154,False
6/1/2025 12:00:00 AM,5/31/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,986.726,False
6/1/2025 1:00:00 AM,5/31/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,979.440,False
6/1/2025 2:00:00 AM,5/31/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,925.506,False
6/1/2025 3:00:00 AM,5/31/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,860.874,False
6/1/2025 4:00:00 AM,6/1/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,799.637,True
6/1/2025 5:00:00 AM,6/1/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,761.950,True
6/1/2025 6:00:00 AM,6/1/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,730.546,True
6/1/2025 7:00:00 AM,6/1/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,721.350,True
6/1/2025 8:00:00 AM,6/1/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,719.591,True
6/1/2025 9:00:00 AM,6/1/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,722.359,True
6/1/2025 10:00:00 AM,6/1/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,709.074,True
6/1/2025 11:00:00 AM,6/1/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,678.960,True
6/1/2025 12:00:00 PM,6/1/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,631.986,True
6/1/2025 1:00:00 PM,6/1/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,591.368,True
6/1/2025 2:00:00 PM,6/1/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,561.583,True
6/1/2025 3:00:00 PM,6/1/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,529.749,True
6/1/2025 4:00:00 PM,6/1/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,516.095,True
6/1/2025 5:00:00 PM,6/1/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,535.518,True
6/1/2025 6:00:00 PM,6/1/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,572.726,True
6/1/2025 7:00:00 PM,6/1/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,646.554,True
6/1/2025 8:00:00 PM,6/1/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,741.398,True
6/1/2025 9:00:00 PM,6/1/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,857.771,True
6/1/2025 10:00:00 PM,6/1/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,929.201,True
6/1/2025 11:00:00 PM,6/1/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,964.294,True
6/2/2025 12:00:00 AM,6/1/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,989.380,True
6/2/2025 1:00:00 AM,6/1/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,976.374,True
6/2/2025 2:00:00 AM,6/1/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,912.494,True
6/2/2025 3:00:00 AM,6/1/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,840.103,True
6/2/2025 4:00:00 AM,6/2/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,780.935,True
6/2/2025 5:00:00 AM,6/2/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,742.012,True
6/2/2025 6:00:00 AM,6/2/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,719.192,True
6/2/2025 7:00:00 AM,6/2/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,718.147,True
6/2/2025 8:00:00 AM,6/2/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,732.066,True
6/2/2025 9:00:00 AM,6/2/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,765.586,True
6/2/2025 10:00:00 AM,6/2/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,797.714,True
6/2/2025 11:00:00 AM,6/2/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,818.630,True
6/2/2025 12:00:00 PM,6/2/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,744.721,True
6/2/2025 1:00:00 PM,6/2/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,662.202,True
6/2/2025 2:00:00 PM,6/2/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,598.992,True
6/2/2025 3:00:00 PM,6/2/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,564.281,True
6/2/2025 4:00:00 PM,6/2/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,563.640,True
6/2/2025 5:00:00 PM,6/2/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,577.815,True
6/2/2025 6:00:00 PM,6/2/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,613.702,True
6/2/2025 7:00:00 PM,6/2/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,701.825,True
6/2/2025 8:00:00 PM,6/2/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,817.852,True
6/2/2025 9:00:00 PM,6/2/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,958.197,True
6/2/2025 10:00:00 PM,6/2/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,1032.842,True
6/2/2025 11:00:00 PM,6/2/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,1071.817,True
6/3/2025 12:00:00 AM,6/2/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,1078.937,True
6/3/2025 1:00:00 AM,6/2/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,1047.932,True
6/3/2025 2:00:00 AM,6/2/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,965.215,True
6/3/2025 3:00:00 AM,6/2/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,871.369,True
6/3/2025 4:00:00 AM,6/3/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,800.639,True
6/3/2025 5:00:00 AM,6/3/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,778.305,True
6/3/2025 6:00:00 AM,6/3/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,748.674,True
6/3/2025 7:00:00 AM,6/3/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,742.133,True
6/3/2025 8:00:00 AM,6/3/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,742.106,True
6/3/2025 9:00:00 AM,6/3/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,781.361,True
6/3/2025 10:00:00 AM,6/3/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,820.561,True
6/3/2025 11:00:00 AM,6/3/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,806.998,True
6/3/2025 12:00:00 PM,6/3/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,776.958,True
6/3/2025 1:00:00 PM,6/3/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,704.131,True
6/3/2025 2:00:00 PM,6/3/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,669.956,True
6/3/2025 3:00:00 PM,6/3/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,654.889,True
6/3/2025 4:00:00 PM,6/3/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,671.257,True
6/3/2025 5:00:00 PM,6/3/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,709.034,True
6/3/2025 6:00:00 PM,6/3/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,783.062,True
6/3/2025 7:00:00 PM,6/3/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,893.895,True
6/3/2025 8:00:00 PM,6/3/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,1027.026,True
6/3/2025 9:00:00 PM,6/3/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,1139.416,True
6/3/2025 10:00:00 PM,6/3/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,1215.487,True
6/3/2025 11:00:00 PM,6/3/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,1223.849,True
6/4/2025 12:00:00 AM,6/3/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,1209.661,True
6/4/2025 1:00:00 AM,6/3/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,1155.391,True
6/4/2025 2:00:00 AM,6/3/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,1049.366,True
6/4/2025 3:00:00 AM,6/3/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,947.143,True
6/4/2025 4:00:00 AM,6/4/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,876.767,True
6/4/2025 5:00:00 AM,6/4/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,812.581,True
6/4/2025 6:00:00 AM,6/4/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,790.432,True
6/4/2025 7:00:00 AM,6/4/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,772.127,True
6/4/2025 8:00:00 AM,6/4/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,777.839,True
6/4/2025 9:00:00 AM,6/4/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,810.770,True
6/4/2025 10:00:00 AM,6/4/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,837.619,True
6/4/2025 11:00:00 AM,6/4/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,863.041,True
6/4/2025 12:00:00 PM,6/4/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,834.669,True
6/4/2025 1:00:00 PM,6/4/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,792.899,True
6/4/2025 2:00:00 PM,6/4/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,761.630,True
6/4/2025 3:00:00 PM,6/4/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,788.362,True
6/4/2025 4:00:00 PM,6/4/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,831.655,True
6/4/2025 5:00:00 PM,6/4/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,910.445,True
6/4/2025 6:00:00 PM,6/4/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,994.629,True
6/4/2025 7:00:00 PM,6/4/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,1115.627,True
6/4/2025 8:00:00 PM,6/4/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,1253.501,True
6/4/2025 9:00:00 PM,6/4/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,1371.031,True
6/4/2025 10:00:00 PM,6/4/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,1439.214,True
6/4/2025 11:00:00 PM,6/4/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,1420.994,True
6/5/2025 12:00:00 AM,6/4/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,1380.762,True
6/5/2025 1:00:00 AM,6/4/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,1302.549,True
6/5/2025 2:00:00 AM,6/4/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,1188.938,True
6/5/2025 3:00:00 AM,6/4/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,1061.636,True
6/5/2025 4:00:00 AM,6/5/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,964.630,True
6/5/2025 5:00:00 AM,6/5/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,893.702,True
6/5/2025 6:00:00 AM,6/5/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,853.013,True
6/5/2025 7:00:00 AM,6/5/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,831.807,True
6/5/2025 8:00:00 AM,6/5/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,830.461,True
6/5/2025 9:00:00 AM,6/5/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,857.834,True
6/5/2025 10:00:00 AM,6/5/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,909.824,True
6/5/2025 11:00:00 AM,6/5/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,941.318,True
6/5/2025 12:00:00 PM,6/5/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,936.736,True
6/5/2025 1:00:00 PM,6/5/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,936.098,True
6/5/2025 2:00:00 PM,6/5/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,950.657,True
6/5/2025 3:00:00 PM,6/5/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,970.345,True
6/5/2025 4:00:00 PM,6/5/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,1004.604,True
6/5/2025 5:00:00 PM,6/5/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,1091.592,True
6/5/2025 6:00:00 PM,6/5/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,1200.841,True
6/5/2025 7:00:00 PM,6/5/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,1322.559,True
6/5/2025 8:00:00 PM,6/5/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,1381.175,True
6/5/2025 9:00:00 PM,6/5/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,1450.108,True
6/5/2025 10:00:00 PM,6/5/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,1482.418,True
6/5/2025 11:00:00 PM,6/5/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,1465.894,True
6/6/2025 12:00:00 AM,6/5/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,1430.055,True
6/6/2025 1:00:00 AM,6/5/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,1364.327,True
6/6/2025 2:00:00 AM,6/5/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,1233.121,True
6/6/2025 3:00:00 AM,6/5/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,1104.290,True
6/6/2025 4:00:00 AM,6/6/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,1010.405,True
6/6/2025 5:00:00 AM,6/6/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,932.716,True
6/6/2025 6:00:00 AM,6/6/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,889.143,True
6/6/2025 7:00:00 AM,6/6/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,861.422,True
6/6/2025 8:00:00 AM,6/6/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,856.862,True
6/6/2025 9:00:00 AM,6/6/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,885.624,True
6/6/2025 10:00:00 AM,6/6/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,930.220,True
6/6/2025 11:00:00 AM,6/6/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,963.310,True
6/6/2025 12:00:00 PM,6/6/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,986.573,True
6/6/2025 1:00:00 PM,6/6/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,974.847,True
6/6/2025 2:00:00 PM,6/6/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,1008.987,True
6/6/2025 3:00:00 PM,6/6/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,1092.718,True
6/6/2025 4:00:00 PM,6/6/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,1203.487,True
6/6/2025 5:00:00 PM,6/6/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,1309.199,True
6/6/2025 6:00:00 PM,6/6/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,1330.538,True
6/6/2025 7:00:00 PM,6/6/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,1398.429,True
6/6/2025 8:00:00 PM,6/6/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,1438.962,True
6/6/2025 9:00:00 PM,6/6/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,1452.759,True
6/6/2025 10:00:00 PM,6/6/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,1479.294,True
6/6/2025 11:00:00 PM,6/6/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,1476.781,True
6/7/2025 12:00:00 AM,6/6/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,1424.907,True
6/7/2025 1:00:00 AM,6/6/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,1364.570,True
6/7/2025 2:00:00 AM,6/6/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,1257.789,True
6/7/2025 3:00:00 AM,6/6/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,1141.220,True
6/7/2025 4:00:00 AM,6/7/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,1051.791,True
6/7/2025 5:00:00 AM,6/7/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,974.236,True
6/7/2025 6:00:00 AM,6/7/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,931.108,True
6/7/2025 7:00:00 AM,6/7/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,901.683,True
6/7/2025 8:00:00 AM,6/7/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,888.928,True
6/7/2025 9:00:00 AM,6/7/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,891.898,True
6/7/2025 10:00:00 AM,6/7/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,900.985,True
6/7/2025 11:00:00 AM,6/7/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,939.369,True
6/7/2025 12:00:00 PM,6/7/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,1007.612,True
6/7/2025 1:00:00 PM,6/7/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,1067.857,True
6/7/2025 2:00:00 PM,6/7/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,1098.743,True
6/7/2025 3:00:00 PM,6/7/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,1143.366,True
6/7/2025 4:00:00 PM,6/7/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,1159.040,True
6/7/2025 5:00:00 PM,6/7/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,1138.844,True
6/7/2025 6:00:00 PM,6/7/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,1135.500,True
6/7/2025 7:00:00 PM,6/7/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,1117.300,True
6/7/2025 8:00:00 PM,6/7/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,1161.273,True
6/7/2025 9:00:00 PM,6/7/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,1290.861,True
6/7/2025 10:00:00 PM,6/7/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,1358.725,True
6/7/2025 11:00:00 PM,6/7/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,1361.778,True
6/8/2025 12:00:00 AM,6/7/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,1332.853,True
6/8/2025 1:00:00 AM,6/7/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,1296.500,True
6/8/2025 2:00:00 AM,6/7/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,1211.456,True
6/8/2025 3:00:00 AM,6/7/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,1114.038,True
6/8/2025 4:00:00 AM,6/8/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,1022.663,True
6/8/2025 5:00:00 AM,6/8/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,948.242,True
6/8/2025 6:00:00 AM,6/8/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,896.964,True
6/8/2025 7:00:00 AM,6/8/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,867.556,True
6/8/2025 8:00:00 AM,6/8/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,855.676,True
6/8/2025 9:00:00 AM,6/8/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,846.703,True
6/8/2025 10:00:00 AM,6/8/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,843.838,True
6/8/2025 11:00:00 AM,6/8/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,847.118,True
6/8/2025 12:00:00 PM,6/8/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,890.569,True
6/8/2025 1:00:00 PM,6/8/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,943.758,True
6/8/2025 2:00:00 PM,6/8/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,1008.188,True
6/8/2025 3:00:00 PM,6/8/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,1022.063,True
6/8/2025 4:00:00 PM,6/8/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,1039.534,True
6/8/2025 5:00:00 PM,6/8/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,1048.650,True
6/8/2025 6:00:00 PM,6/8/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,1061.128,True
6/8/2025 7:00:00 PM,6/8/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,1067.331,True
6/8/2025 8:00:00 PM,6/8/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,1049.656,True
6/8/2025 9:00:00 PM,6/8/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,1077.637,True
6/8/2025 10:00:00 PM,6/8/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,1092.485,True
6/8/2025 11:00:00 PM,6/8/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,1086.839,True
6/9/2025 12:00:00 AM,6/8/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,1089.114,True
6/9/2025 1:00:00 AM,6/8/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,1068.709,True
6/9/2025 2:00:00 AM,6/8/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,1008.541,True
6/9/2025 3:00:00 AM,6/8/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,915.018,True
6/9/2025 4:00:00 AM,6/9/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,855.607,True
6/9/2025 5:00:00 AM,6/9/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,822.769,True
6/9/2025 6:00:00 AM,6/9/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,792.516,True
6/9/2025 7:00:00 AM,6/9/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,790.403,True
6/9/2025 8:00:00 AM,6/9/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,799.347,True
6/9/2025 9:00:00 AM,6/9/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,848.256,True
6/9/2025 10:00:00 AM,6/9/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,888.158,True
6/9/2025 11:00:00 AM,6/9/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,945.645,True
6/9/2025 12:00:00 PM,6/9/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,970.488,True
6/9/2025 1:00:00 PM,6/9/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,981.606,True
6/9/2025 2:00:00 PM,6/9/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,952.852,True
6/9/2025 3:00:00 PM,6/9/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,941.072,True
6/9/2025 4:00:00 PM,6/9/2025 12:00:00 PM,RFC,MIDATL,AE,AECO,935.539,True
6/9/2025 5:00:00 PM,6/9/2025 1:00:00 PM,RFC,MIDATL,AE,AECO,957.117,True
6/9/2025 6:00:00 PM,6/9/2025 2:00:00 PM,RFC,MIDATL,AE,AECO,1026.742,True
6/9/2025 7:00:00 PM,6/9/2025 3:00:00 PM,RFC,MIDATL,AE,AECO,1074.914,True
6/9/2025 8:00:00 PM,6/9/2025 4:00:00 PM,RFC,MIDATL,AE,AECO,1129.646,True
6/9/2025 9:00:00 PM,6/9/2025 5:00:00 PM,RFC,MIDATL,AE,AECO,1170.134,True
6/9/2025 10:00:00 PM,6/9/2025 6:00:00 PM,RFC,MIDATL,AE,AECO,1189.036,True
6/9/2025 11:00:00 PM,6/9/2025 7:00:00 PM,RFC,MIDATL,AE,AECO,1148.801,True
6/10/2025 12:00:00 AM,6/9/2025 8:00:00 PM,RFC,MIDATL,AE,AECO,1198.584,True
6/10/2025 1:00:00 AM,6/9/2025 9:00:00 PM,RFC,MIDATL,AE,AECO,1167.818,True
6/10/2025 2:00:00 AM,6/9/2025 10:00:00 PM,RFC,MIDATL,AE,AECO,1085.815,True
6/10/2025 3:00:00 AM,6/9/2025 11:00:00 PM,RFC,MIDATL,AE,AECO,986.476,True
6/10/2025 4:00:00 AM,6/10/2025 12:00:00 AM,RFC,MIDATL,AE,AECO,907.998,True
6/10/2025 5:00:00 AM,6/10/2025 1:00:00 AM,RFC,MIDATL,AE,AECO,858.606,True
6/10/2025 6:00:00 AM,6/10/2025 2:00:00 AM,RFC,MIDATL,AE,AECO,833.478,True
6/10/2025 7:00:00 AM,6/10/2025 3:00:00 AM,RFC,MIDATL,AE,AECO,823.237,True
6/10/2025 8:00:00 AM,6/10/2025 4:00:00 AM,RFC,MIDATL,AE,AECO,823.398,True
6/10/2025 9:00:00 AM,6/10/2025 5:00:00 AM,RFC,MIDATL,AE,AECO,863.164,True
6/10/2025 10:00:00 AM,6/10/2025 6:00:00 AM,RFC,MIDATL,AE,AECO,916.965,True
6/10/2025 11:00:00 AM,6/10/2025 7:00:00 AM,RFC,MIDATL,AE,AECO,973.789,True
6/10/2025 12:00:00 PM,6/10/2025 8:00:00 AM,RFC,MIDATL,AE,AECO,1011.865,True
6/10/2025 1:00:00 PM,6/10/2025 9:00:00 AM,RFC,MIDATL,AE,AECO,1004.843,True
6/10/2025 2:00:00 PM,6/10/2025 10:00:00 AM,RFC,MIDATL,AE,AECO,1107.475,True
6/10/2025 3:00:00 PM,6/10/2025 11:00:00 AM,RFC,MIDATL,AE,AECO,1037.602,True
